D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
3:3,42:25,1:1,1:3,4:3,0:1,4:3,5:5,0:2,2:2,3:6,0:0,25:15,0:0,0:0,2:2,0:1,2:0,1:2,0:0,0:0,0:0,0:0,0:0,0:1,0:1,Updated : 12 Hours Ago,4583
9:3,2:2,3:1,1:0,0:0,0:0,1:1,0:0,0:0,1:1,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 8 Hours Ago,4582
1:0,0:0,4:1,0:0,0:0,31:18,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 19 Hours Ago,4581
0:0,0:0,32:23,0:1,0:1,3:2,2:0,0:0,0:1,0:0,0:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,3:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4581
2:0,2:4,36:19,2:1,2:0,4:5,2:5,0:1,8:7,0:1,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:2,0:1,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 2 Hours Ago,4581
0:0,0:1,0:0,0:0,1:1,0:0,3:2,1:0,0:0,0:1,9:4,0:0,1:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4580
1:0,0:1,0:0,5:1,2:0,0:1,19:12,2:2,1:4,1:0,1:2,1:0,1:2,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4580
1:0,6:2,0:1,1:0,1:0,1:0,4:4,2:2,0:0,0:0,13:6,1:0,4:2,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 136 Hours Ago,4579
11:6,2:5,3:1,5:3,2:1,0:0,1:1,6:3,2:2,1:1,0:0,1:0,4:5,0:0,0:0,0:0,1:0,1:1,5:0,1:0,0:0,4:1,1:0,0:0,0:0,0:0,Updated : 28 Hours Ago,4579
2:0,4:3,5:4,1:1,0:1,0:2,1:0,15:10,1:1,1:1,0:1,0:0,1:1,0:0,0:0,0:0,0:0,3:2,2:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 12 Hours Ago,4578
16:11,0:0,5:4,4:2,3:1,1:1,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,3:2,0:0,0:0,13:11,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4576
2:0,5:9,10:2,0:1,1:0,0:1,0:1,26:14,0:1,0:1,0:0,2:0,1:1,0:1,0:0,2:0,0:0,3:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4576
2:2,3:2,0:2,1:1,3:2,0:0,7:4,12:8,5:7,10:2,2:1,0:0,7:3,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,Updated : 10 Hours Ago,4576
3:1,0:0,0:1,2:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4575
0:0,10:4,0:0,0:0,0:0,0:0,5:3,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4574
0:0,0:0,24:18,0:0,0:0,0:0,1:2,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4574
1:1,8:5,1:1,2:1,3:4,1:0,7:5,7:3,1:2,2:1,2:4,0:1,6:4,1:2,3:0,0:1,0:0,1:1,0:2,0:0,0:0,0:1,0:0,0:1,3:1,0:0,Updated : 13 Hours Ago,4574
33:25,0:2,0:0,13:11,6:1,0:0,0:0,0:0,0:1,0:1,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:1,5:6,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 73 Hours Ago,4574
0:0,0:0,6:9,0:0,0:0,21:16,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 45 Hours Ago,4573
2:1,1:3,0:0,0:1,1:1,0:1,5:3,6:2,1:0,1:0,22:11,0:0,1:0,0:0,1:1,0:0,0:0,5:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4573
0:0,2:3,0:0,0:0,0:0,0:0,1:3,3:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,Updated : 37 Hours Ago,4572
0:0,0:0,28:22,4:0,0:0,2:5,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 62 Hours Ago,4572
1:0,0:0,2:6,2:1,0:0,0:1,1:4,1:1,0:0,0:0,32:14,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4572
0:0,33:19,0:0,1:2,0:0,0:0,2:3,0:1,0:0,1:1,5:2,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 11 Hours Ago,4572
17:12,0:0,81:60,26:25,4:2,33:32,1:1,4:9,5:11,8:5,1:2,12:4,3:7,1:1,0:0,1:1,2:0,0:1,10:5,0:0,0:0,1:0,0:0,1:0,0:0,0:0,Updated : 7 Hours Ago,4523
4:2,18:15,4:2,1:2,1:1,1:0,15:12,4:3,1:1,1:1,8:5,1:0,8:5,0:1,0:1,0:2,0:0,0:2,3:3,0:0,0:0,0:0,1:2,0:0,0:0,0:0,Updated : 18 Hours Ago,4570
15:5,0:0,4:3,4:1,1:0,1:4,3:1,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,1:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4569
0:0,49:35,0:3,1:0,0:1,5:6,21:19,1:3,2:3,0:1,26:20,0:0,11:3,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:1,0:0,3:1,0:0,Updated : 20 Min. Ago,4568
33:19,0:1,0:0,3:2,0:1,0:2,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4567
25:11,3:1,7:5,0:1,1:3,2:1,0:0,0:0,0:0,0:0,0:0,4:1,12:4,0:0,0:0,2:4,1:1,0:0,5:5,0:0,0:0,4:4,0:0,0:0,0:0,0:0,Updated : 107 Hours Ago,4566
0:0,2:1,0:0,1:2,1:1,0:0,3:1,16:14,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4565
8:2,2:2,2:0,1:4,1:1,1:0,2:2,5:2,4:2,0:2,0:1,2:0,0:1,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Min. Ago,4565
10:9,5:4,0:0,4:3,4:4,0:0,3:2,3:4,2:2,0:1,1:0,1:0,8:3,0:0,0:1,2:0,0:0,2:2,5:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 20 Hours Ago,4565
1:3,21:14,2:4,2:3,4:0,2:4,12:11,2:4,0:0,1:2,18:13,0:0,5:1,0:0,0:0,0:0,0:0,3:3,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 4 Hours Ago,4565
4:4,12:16,14:7,4:7,6:2,1:2,7:7,38:38,3:1,19:8,2:1,2:0,9:9,1:2,1:1,0:0,0:0,7:4,3:0,0:1,0:0,0:0,1:2,0:0,1:0,0:0,Updated : 15 Hours Ago,4565
2:1,0:0,14:5,0:0,2:1,17:16,0:1,0:0,1:1,0:0,0:0,1:1,0:2,0:0,0:0,2:1,0:0,0:0,3:0,0:0,0:0,2:1,0:0,0:0,0:0,1:0,Updated : 13 Hours Ago,4564
17:14,1:3,6:3,5:1,0:1,5:5,6:5,4:2,0:0,6:2,1:1,5:1,1:1,0:0,0:0,2:1,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:3,Updated : 3 Hours Ago,4564
19:7,19:16,10:13,4:1,9:3,1:2,5:8,16:13,3:1,5:2,2:2,0:1,5:4,1:0,0:0,0:1,2:1,6:9,1:0,0:0,1:0,3:0,2:4,0:0,0:0,0:0,Updated : 120 Hours Ago,4564
0:0,0:1,5:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4563
2:6,31:31,0:1,2:1,9:3,1:0,10:14,5:4,6:6,1:1,5:4,2:2,3:2,0:0,0:0,1:1,0:0,10:5,1:0,0:0,1:0,0:0,2:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4563
0:0,0:0,0:0,0:0,0:0,0:0,5:2,0:0,0:0,0:0,16:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 137 Hours Ago,4562
0:1,1:0,1:0,1:1,1:1,2:1,0:0,1:0,0:0,0:0,0:0,7:3,0:0,0:0,0:0,3:3,0:0,0:0,15:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4562
0:0,0:0,0:2,4:2,0:0,0:0,24:14,0:0,0:0,0:0,2:2,0:0,1:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,Updated : 23 Hours Ago,4562
14:4,3:2,2:1,0:1,7:4,4:3,0:0,1:0,0:0,3:0,0:1,0:0,2:4,0:0,0:0,0:1,0:0,2:1,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,Updated : 13 Hours Ago,4561
0:0,7:5,3:2,0:0,0:0,2:1,17:6,6:4,1:1,0:0,0:0,2:0,2:1,0:0,0:0,0:0,0:0,5:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4561
11:6,14:12,24:13,9:5,4:2,10:12,9:14,23:19,6:0,4:2,6:8,2:3,1:3,0:0,0:0,1:0,0:0,1:1,5:5,1:0,0:0,0:0,0:1,0:0,1:0,0:0,Updated : 3 Hours Ago,4561
0:0,6:2,0:0,0:1,0:0,0:0,4:2,0:0,0:0,0:0,26:15,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4560
1:4,7:4,17:9,2:1,1:0,2:7,3:2,1:2,5:4,1:0,5:2,0:0,1:0,0:0,0:1,0:1,0:0,0:0,1:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,4560
0:1,0:1,1:1,1:3,0:1,0:0,0:0,0:0,0:0,0:0,0:0,4:3,0:0,0:0,0:0,4:6,0:0,0:0,36:23,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4560
0:0,0:0,0:0,0:0,0:0,26:25,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,4559
0:0,15:6,0:0,0:0,0:0,0:0,5:2,1:0,0:0,1:0,1:2,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 83 Hours Ago,4558
4:2,3:3,6:6,4:2,1:1,5:4,1:1,5:4,3:0,1:1,1:4,5:1,2:2,0:0,0:1,1:0,0:0,1:0,0:1,0:0,0:1,4:1,1:1,0:0,1:0,0:0,Updated : 25 Hours Ago,4558
9:6,2:1,1:1,0:3,7:5,0:0,2:5,2:3,0:0,1:0,1:2,12:6,2:3,0:0,0:1,4:2,2:0,1:0,3:1,0:0,0:0,0:0,0:1,1:1,1:0,0:0,Updated : 146 Hours Ago,4558
0:0,3:4,0:0,0:0,1:3,0:0,42:19,0:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,4557
1:2,18:20,4:3,3:4,2:1,4:1,14:8,2:1,0:0,4:4,7:8,0:0,0:1,0:1,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 8 Hours Ago,4557
19:9,46:26,0:0,0:0,3:8,0:1,0:2,2:7,0:0,0:0,0:3,0:0,5:6,0:0,0:0,1:1,0:0,0:0,3:3,0:0,1:0,0:0,0:1,0:0,0:0,0:0,Updated : 221 Hours Ago,4557
0:0,9:6,0:0,0:0,0:0,0:0,2:2,8:8,3:0,0:0,2:0,0:0,3:1,0:0,0:1,0:0,0:0,1:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4556
1:2,5:6,11:11,1:1,1:0,1:1,6:3,23:12,1:1,1:3,6:4,2:1,3:2,0:0,0:0,0:1,0:0,6:2,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4556
31:16,16:15,6:3,3:3,2:1,0:1,12:12,41:38,1:1,0:1,5:5,0:2,1:2,0:0,0:0,3:5,0:0,2:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4556
0:1,1:1,0:0,0:1,0:0,0:0,3:4,3:3,2:1,1:0,2:2,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 12 Hours Ago,4555
0:1,7:3,2:1,1:0,1:0,0:0,6:3,13:7,0:0,1:0,8:2,0:0,2:1,0:1,0:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4555
1:1,7:0,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4554
0:0,0:0,0:0,0:0,0:0,9:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 85 Hours Ago,4554
0:0,0:0,2:2,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,6:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4554
0:0,0:0,17:5,0:0,0:0,2:1,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4554
4:3,1:1,1:0,0:0,1:0,1:1,5:2,4:1,2:1,2:1,1:0,1:0,9:3,0:0,0:0,1:0,1:0,2:1,1:1,0:0,0:0,1:0,0:1,0:1,1:0,0:0,Updated : 25 Hours Ago,4554
1:1,13:9,2:0,0:0,1:0,1:1,1:1,6:2,0:0,0:1,2:3,0:1,3:1,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,0:0,0:2,0:1,0:0,0:0,Updated : 74 Hours Ago,4553
1:2,0:0,3:7,0:3,0:0,3:1,0:0,0:0,0:0,30:17,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,4553
2:2,2:8,4:2,8:4,2:0,0:0,1:3,30:17,0:1,2:2,3:1,2:0,3:3,0:0,0:0,1:0,0:0,5:2,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 9 Hours Ago,4553
0:2,0:0,0:1,0:0,0:0,168:147,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,Updated : 7 Hours Ago,4553
0:0,3:0,0:0,0:1,0:0,0:0,2:0,3:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,Updated : 19 Hours Ago,4552
1:1,0:2,2:2,2:1,0:0,0:0,8:4,6:9,0:0,1:0,5:6,1:0,4:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:1,1:0,0:0,Updated : 216 Hours Ago,4552
1:1,49:37,0:0,0:1,3:3,0:0,1:2,7:7,0:0,4:4,0:4,0:1,1:3,0:0,0:0,0:1,0:0,0:1,0:0,0:0,7:3,0:1,0:0,0:0,0:1,0:0,Updated : 43 Hours Ago,4552
0:1,0:0,0:0,15:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 131 Hours Ago,4551
10:10,0:0,0:0,1:1,2:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4551
0:0,15:11,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,19:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4550
29:14,30:31,0:0,2:3,18:10,0:0,3:5,0:0,0:0,0:0,9:6,1:0,105:67,0:0,0:0,0:1,0:2,0:0,1:2,0:0,0:0,1:0,0:1,0:0,2:4,0:0,Updated : 10 Hours Ago,4549
8:3,2:4,0:0,0:0,0:0,1:2,1:1,0:0,1:2,0:0,2:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 12 Hours Ago,4548
24:12,2:0,1:2,3:5,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4548
0:0,6:6,0:1,0:1,1:0,0:0,5:8,7:4,0:2,0:0,4:5,0:0,5:4,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 29 Min. Ago,4548
0:0,2:4,0:0,2:1,0:0,0:0,1:3,0:1,0:0,1:0,1:1,0:1,2:2,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 71 Hours Ago,4547
17:12,0:0,0:0,0:2,1:2,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4546
2:4,1:0,15:5,2:1,3:1,21:17,0:2,5:6,0:0,2:1,0:0,2:5,10:7,0:1,0:0,1:1,0:0,0:0,18:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4546
2:5,0:1,35:22,0:0,5:4,24:11,0:0,0:1,7:7,0:3,1:0,1:4,2:2,0:0,0:0,5:2,0:0,0:0,0:7,0:0,0:0,1:4,0:0,0:0,0:0,5:0,Updated : 15 Hours Ago,4546
0:0,0:0,0:0,0:0,0:0,16:15,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,4545
2:0,2:1,5:6,2:2,0:1,19:5,4:3,0:1,3:0,0:2,0:1,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4545
1:0,10:9,0:0,0:0,4:3,0:0,16:11,14:13,1:1,2:3,12:10,0:0,7:5,0:0,0:0,0:0,0:0,6:4,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 47 Min. Ago,4545
0:0,0:1,5:2,1:1,0:0,0:0,3:5,0:0,18:7,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4544
0:0,0:0,5:7,16:11,0:0,0:0,5:5,0:1,1:1,3:2,3:3,0:0,5:9,0:0,0:1,0:0,0:0,5:4,0:0,0:0,0:0,0:2,76:49,0:0,0:1,0:0,Updated : 2 Hours Ago,4544
10:2,0:1,0:1,0:1,11:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:1,0:0,0:0,0:2,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4543
1:2,0:1,26:11,0:1,0:0,2:0,1:0,0:2,2:1,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4543
6:3,7:5,1:0,4:1,1:0,2:1,0:1,4:5,0:1,7:4,6:4,0:0,1:0,0:0,0:0,0:0,0:1,2:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 26 Min. Ago,4543
0:0,0:1,46:41,0:0,0:0,0:2,0:0,0:0,31:28,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,1:2,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4543
5:5,2:2,0:3,2:8,1:0,3:4,0:4,1:1,1:0,1:1,0:0,5:7,1:0,0:1,0:0,2:7,0:0,1:1,74:61,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,4543
0:0,1:1,0:1,18:4,1:1,0:0,2:2,3:2,0:0,1:0,0:1,2:0,3:3,0:0,0:0,0:0,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4542
4:3,0:1,4:3,2:2,1:0,15:11,0:1,0:0,0:0,0:1,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:0,6:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 132 Hours Ago,4542
3:3,2:6,3:2,8:4,0:1,3:2,3:5,12:13,0:0,1:1,0:2,1:1,0:0,0:1,0:0,0:0,1:1,13:7,1:3,0:0,0:0,0:1,0:0,1:0,0:0,0:0,Updated : 37 Hours Ago,4381
0:0,14:7,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 40 Hours Ago,4541
0:1,0:0,0:0,2:2,0:0,0:0,0:0,8:9,0:0,5:2,0:0,1:1,3:3,0:0,0:0,1:1,0:0,3:1,1:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 66 Hours Ago,4541
5:2,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4540
3:2,4:3,4:1,3:0,1:0,6:2,2:2,6:4,3:2,0:1,1:0,0:0,1:1,0:0,0:0,0:0,0:0,1:0,3:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4540
0:1,0:0,2:0,2:0,0:0,0:0,1:1,0:0,1:1,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4539
3:0,9:2,0:1,1:0,0:0,1:0,2:1,1:2,0:0,1:1,3:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 13 Hours Ago,4539
0:0,15:9,1:1,2:0,4:1,0:1,5:6,9:11,1:0,5:2,6:4,0:1,4:1,0:0,0:0,0:0,0:0,2:1,0:1,0:0,0:0,1:0,1:0,0:1,0:0,0:1,Updated : 13 Hours Ago,4538
8:7,3:1,6:5,1:4,2:1,22:11,6:9,11:9,4:3,2:0,1:3,2:1,1:1,0:1,1:0,0:1,0:0,4:6,3:2,1:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 23 Min. Ago,4538
0:0,1:1,0:0,0:0,0:1,1:0,0:1,0:0,1:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4537
1:2,16:9,10:13,0:1,0:0,3:2,2:1,1:1,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4536
0:0,12:8,1:0,1:0,2:3,0:0,11:17,1:1,0:1,0:1,5:2,0:0,20:6,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,2:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4536
3:0,0:0,1:0,0:0,0:0,125:93,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,4536
0:2,25:26,8:2,2:1,1:1,10:4,15:13,10:11,1:1,0:5,38:26,0:0,1:2,0:1,0:0,0:1,0:0,0:1,5:7,0:0,0:1,1:1,0:2,0:1,0:1,0:0,Updated : 12 Hours Ago,4536
10:8,11:10,7:12,0:1,2:2,3:2,5:5,8:9,11:12,0:0,0:1,0:0,5:3,0:1,0:0,1:0,1:2,0:0,15:13,0:0,3:2,74:48,0:0,0:0,0:0,0:0,Updated : 95 Hours Ago,4536
2:1,2:2,0:0,0:1,0:0,0:0,1:0,1:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4535
0:0,2:2,1:1,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4534
13:11,0:0,1:0,1:1,2:3,4:2,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4534
